,Track URI,Track Name,Artist URI,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature
76,spotify:track:0heBtlGCHD3Iy16nwLU7o9,Pyar Ka Dard Hai,spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Dard (Original Motion Picture Soundtrack),28,0.636,0.432,11,-12.419,1,0.0424,0.704,0.000155,0.0571,0.815,126.631,317283,4
77,spotify:track:5MS7Rn1bBlhAGYypMjKiPm,MERA KUCHH SAMAAN,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,70,"['chutney', 'classic bollywood', 'filmi']",Gulzar Asha,27,0.438,0.315,0,-12.45,1,0.0355,0.914,0.00184,0.189,0.418,169.781,398973,4
78,spotify:track:444XEZzpTu40p0HF6qM7Et,Nainon Men Sapna,spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Himmatwala (Original Motion Picture Soundtrack),27,0.479,0.577,10,-9.949,1,0.209,0.809,5.9e-06,0.149,0.904,129.335,391800,4
79,spotify:track:3ytouSaGKWDzK35Ff8Ra2i,Kya Ghazab Karte Ho Ji,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,70,"['chutney', 'classic bollywood', 'filmi']",Love Story (Original Motion Picture Soundtrack),26,0.649,0.333,0,-13.45,1,0.0489,0.588,3.3e-06,0.135,0.855,80.165,205747,4
80,spotify:track:3iv5qoUWs4nN2XGhE1qV1M,Aaj Kahin Na Ja,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Bade Dil Wala (Original Motion Picture Soundtrack),26,0.51,0.527,2,-9.624,1,0.0384,0.56,0.0,0.161,0.642,114.873,270199,4
81,spotify:track:4g5KJTHAvKzoWNwGRIbJrN,Tujh Sang Preet,spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Kaamchor (Original Motion Picture Soundtrack),25,0.356,0.461,7,-12.316,1,0.0414,0.551,0.0,0.647,0.521,90.428,335480,4
82,spotify:track:0yO5Te8bRcbTp5tx3stEON,"Ankhon Men Humne Aapke Sapne (From ""Thodi Si Bewafai"")",spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Diamonds Forever - Lata Mangeshkar,25,0.268,0.481,7,-9.925,1,0.0339,0.77,0.0,0.481,0.434,151.501,286240,3
83,spotify:track:3Q5uS8COlis5oICCL8dxwv,Main Solah Baras Ki,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Karz (Original Motion Picture Soundtrack),24,0.544,0.569,1,-11.156,0,0.0645,0.42,0.0,0.875,0.85,87.183,316533,4
84,spotify:track:0Su519YjqrsxUF58iP8PwE,Tum Se Badhkar - Duet,spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Kaamchor (Original Motion Picture Soundtrack),23,0.435,0.325,5,-13.898,0,0.0359,0.756,6.85e-06,0.149,0.637,142.724,303333,4
85,spotify:track:1T0Wn3lMF3Xj7IFMY5cZLD,Badal Yun Garaj Hai,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Betaab (Original Motion Picture Soundtrack),22,0.581,0.529,3,-11.073,1,0.0629,0.842,1.27e-05,0.155,0.684,79.063,338813,4
86,spotify:track:7LmZ6fEL2mBKI5mdyYhzuj,KATRA KATRA,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,70,"['chutney', 'classic bollywood', 'filmi']",Gulzar Asha,22,0.492,0.484,11,-5.459,1,0.0276,0.864,0.0115,0.225,0.41,96.834,363555,4
87,spotify:track:5JzV80AVFRZPbwsoe08fPS,Hazaar Rahen Mud Ke Dekhin,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Thodisi Bewafaii (Original Motion Picture Soundtrack),22,0.197,0.303,3,-11.932,0,0.0302,0.954,4.49e-06,0.193,0.376,174.382,318600,4
88,spotify:track:0RSfotIhgrZknkC6NBG7BA,"Mausam Pyar Ka (From ""Sitamgar"")",spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,70,"['chutney', 'classic bollywood', 'filmi']",Singing Icon - Asha Bhosle,22,0.42,0.755,3,-7.521,1,0.0543,0.557,0.0027,0.286,0.521,114.27,342907,4
89,spotify:track:0MFAfiaR4epMEoUsDoT9AS,Tere Liye Palkon Ki Jhalar,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Harjaee (Original Motion Picture Soundtrack),21,0.519,0.391,2,-9.228,0,0.0256,0.871,7.86e-06,0.0768,0.25,94.928,330467,4
90,spotify:track:7DAYugqIB4tYlCVslbgAyT,Husn Pahadon Ka,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Ram Teri Ganga Maili (Original Motion Picture Soundtrack),21,0.425,0.468,9,-11.404,1,0.0395,0.799,0.0,0.111,0.567,127.114,325840,1
91,spotify:track:5Kc0CS3psLSE70kdPwpOez,Megha Re Megha Re,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Pyaasa Sawan (Original Motion Picture Soundtrack),20,0.358,0.46,4,-14.606,1,0.058,0.974,0.494,0.587,0.582,83.725,388760,4
92,spotify:track:07MNgNpAfcQVIvzOm7tKuB,Ek Roz Main Tadapkar,spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Bemisal (Original Motion Picture Soundtrack),20,0.6,0.518,7,-10.655,1,0.0323,0.664,3.41e-05,0.25,0.866,127.966,364147,4
93,spotify:track:1TTOQwMR0Yj86JVjzAzsFE,Tujh Men Kya Hai Deewane,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Bade Dil Wala (Original Motion Picture Soundtrack),18,0.61,0.675,10,-8.357,1,0.0909,0.61,0.00171,0.278,0.765,97.74,323240,4
94,spotify:track:2cS8vyJ958nT7dyZlyDitI,Humrahi Mere,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Do Dilon Ki Dastaan (Original Motion Picture Soundtrack),17,0.421,0.622,8,-9.757,1,0.0335,0.361,6.96e-06,0.0995,0.861,142.139,387440,4
95,spotify:track:2lIsWypIE5Zz23gUUnKmAI,Khamosh Sa Afsana,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Libaas (Original Motion Picture Soundtrack),16,0.457,0.379,2,-11.275,1,0.0282,0.89,0.0103,0.139,0.311,97.412,363747,4
96,spotify:track:6ecewFedMXuALuh1kx77tj,Aashaon Ke Sawan Mein,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Aasha (Original Motion Picture Soundtrack),16,0.279,0.737,9,-7.444,1,0.0499,0.481,0.000317,0.0281,0.645,86.698,341420,4
97,spotify:track:4yOGYjbF1O5TmTpDkDQitx,Tumse Milke,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Chor - Police (Original Motion Picture Soundtrack),15,0.464,0.559,2,-8.854,0,0.0372,0.353,0.00028,0.172,0.635,98.059,231067,4
98,spotify:track:3ahUEbWcEyeBcJIjToGEMY,In Haseen Vadiyon Se,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Pyaasa Sawan (Original Motion Picture Soundtrack),15,0.415,0.418,9,-13.169,0,0.0325,0.81,2.73e-05,0.0986,0.721,108.46,344667,4
99,spotify:track:0lTRsA3iHkBBMdTKFICRIf,"Hum Chup Hain, Pt. 1",spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Faasle (Original Motion Picture Soundtrack),14,0.301,0.399,2,-9.888,1,0.0329,0.906,0.00193,0.0503,0.513,146.08,293080,3
0,spotify:track:4DjcBr310LtxxR6wq4sJRv,Mujhe Neend Na Aaye,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Dil,67,0.489,0.669,11,-10.788,0,0.0511,0.819,0.0206,0.281,0.713,149.928,373573,4
1,spotify:track:1qyib2Wb5YTbNzZi7QMhEY,Ae Kash Ke Hum,spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ,Jatin-Lalit,66,"['afghan pop', 'chutney', 'classic bollywood', 'filmi', 'modern bollywood']",Kabhi Haan Kabhi Naa (Original Motion Picture Soundtrack),69,0.364,0.687,0,-7.967,1,0.0571,0.656,0.0,0.175,0.663,161.008,310427,3
2,spotify:track:6NmGIj2leVHRKkHEGyechJ,Yeh Haseen Vadiyan Yeh Khula Aasman,spotify:artist:1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,79,['filmi'],Roja (Original Motion Picture Soundtrack),67,0.64,0.295,5,-16.357,1,0.0397,0.425,2.05e-06,0.0804,0.107,121.903,320013,4
3,spotify:track:5NbR7c5zrOZN3Dje3JVJEN,Hoshwalon Ko Khabar Kya,spotify:artist:2ijWbN5KykTYiBoVmhzCTU,Jagjit Singh,62,"['classic bollywood', 'filmi', 'ghazal', 'hare krishna', 'sufi']",Sarfarosh (Original Motion Picture Soundtrack),67,0.527,0.447,6,-12.014,1,0.0311,0.243,0.0,0.255,0.536,94.051,307000,4
4,spotify:track:0dUbhFM18NyBDDpiktEQLk,Ae Mere Humsafar,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Qayamat Se Qayamat Tak,67,0.436,0.499,7,-12.909,0,0.0356,0.499,5.01e-05,0.308,0.551,103.104,355840,4
5,spotify:track:6f3C6rJo7zvmfr1h5SRvxg,Ladki Badi Anjani Hai,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Kuch Kuch Hota Hai,66,0.637,0.774,7,-9.327,1,0.056,0.522,0.0001,0.0901,0.731,121.108,381707,4
6,spotify:track:64bX3WWzjUomaRfPcQvCNn,Bahut Pyar Karte Hai - Female Version,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Saajan (Original Motion Picture Soundtrack),65,0.452,0.49,4,-11.685,0,0.0397,0.658,5.71e-06,0.167,0.724,123.669,265667,4
7,spotify:track:10nnCsc6unlme3bImINZV3,Aisi Deewangi,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Deewana (Original Motion Picture Soundtrack),61,0.444,0.755,1,-9.801,0,0.0528,0.512,7.71e-05,0.0554,0.619,115.051,415476,4
8,spotify:track:47tnvWm6X4SopmU3KCGl22,Dekha Hai Pehli Baar,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Saajan (Original Motion Picture Soundtrack),63,0.329,0.515,9,-11.252,0,0.0431,0.196,3.13e-06,0.0512,0.961,176.143,373187,3
9,spotify:track:4RixtPhUXlci9ad4qIMj23,Kuch Kuch Hota Hai,spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ,Jatin-Lalit,66,"['afghan pop', 'chutney', 'classic bollywood', 'filmi', 'modern bollywood']",Kuch Kuch Hota Hai,67,0.547,0.554,7,-11.165,1,0.0374,0.602,0.000155,0.0735,0.848,91.386,297867,4
10,spotify:track:4P4NsWdqLziZpEteU1uFCI,Chura Ke Dil Mera,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Main Khiladi Tu Anari (Original Motion Picture Soundtrack),65,0.613,0.696,8,-9.486,0,0.0504,0.136,0.00222,0.053,0.874,122.056,474653,4
11,spotify:track:3YFXNTmbJjQ1b5MDDZ7E0h,Saathiya Tune Kya Kiya,spotify:artist:2ae6PxICSOZHvjqiCcgon8,S. P. Balasubrahmanyam,77,['filmi'],Love (Original Motion Picture Soundtrack),65,0.499,0.72,11,-7.861,1,0.0533,0.563,0.0,0.494,0.78,92.534,310467,4
12,spotify:track:6LVYBlYJ4pezcfk7V8Tttk,Chand Chhupa Badal Mein,spotify:artist:70B80Lwx2sxti0M1Ng9e8K,Udit Narayan,78,"['chutney', 'filmi', 'odia pop']",Hum Dil De Chuke Sanam,64,0.402,0.61,11,-9.509,0,0.141,0.368,0.0,0.109,0.463,86.248,347013,4
13,spotify:track:4eSptlk4boHEHiFKHnsyoF,Ishq Bina,spotify:artist:5ObQXIcqKtQENK14lQyqiy,Anuradha Sriram,63,['filmi'],Taal (Original Motion Picture Soundtrack),64,0.669,0.357,7,-16.269,1,0.0625,0.198,3.22e-06,0.0446,0.501,88.022,465133,4
14,spotify:track:6O8ZM3IKYcSBzpnuxpCAQr,Dholna,spotify:artist:0AWYFpUfZxzxKUgN5k0GrQ,Uttam Singh,58,"['classic bollywood', 'filmi', 'modern bollywood']",Dil To Pagal Hai,63,0.684,0.52,7,-10.793,1,0.0339,0.369,3.99e-05,0.724,0.907,92.995,318433,4
15,spotify:track:3xGwSN1dDdpN2s8oP8DRrC,Dheere Dheere Se Meri Zindagi Mein Aana,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Aashiqui,63,0.477,0.636,8,-8.334,0,0.0356,0.865,0.00226,0.208,0.707,84.547,329640,4
16,spotify:track:6swiB2EqcDcBS2lojpZlaA,Mujhse Mohabbat Ka,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Hum Hain Rahi Pyar Ke (Original Motion Picture Soundtrack),63,0.398,0.789,7,-4.138,0,0.0382,0.743,0.0,0.343,0.862,139.206,311907,3
17,spotify:track:2Kja7rWFWrg3GcMQS3hyFN,Meri Duniya Hai,spotify:artist:1dVygo6tRFXC8CSWURQJq2,Sonu Nigam,75,"['filmi', 'modern bollywood']",Vaastav: The Reality,63,0.634,0.54,0,-10.506,1,0.0297,0.491,5.53e-05,0.115,0.81,121.061,278107,4
18,spotify:track:2oBSn18iPMom9cY5dDVwQZ,Pyar Ke Liye,spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ,Jatin-Lalit,66,"['afghan pop', 'chutney', 'classic bollywood', 'filmi', 'modern bollywood']",Dil Kya Kare (Original Motion Picture Soundtrack),66,0.572,0.622,5,-8.431,1,0.0383,0.795,1.52e-05,0.105,0.725,143.834,305493,4
19,spotify:track:0VPVC9SAd50YMPhHfCz7F6,Tip Tip Barsa Paani,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Mohra (Original Motion Picture Soundtrack),65,0.602,0.874,5,-8.529,0,0.0377,0.521,0.0313,0.113,0.691,103.198,363013,4
20,spotify:track:0l93A9IUolKUtMtjLL4dFY,To Chalun,spotify:artist:03SZmfKAgYRQKUwy0EoJUa,Roop Kumar Rathod,64,"['filmi', 'modern bollywood', 'sufi']",Border (Original Motion Picture Soundtrack),63,0.52,0.766,8,-9.242,0,0.085,0.239,0.00021,0.129,0.714,144.13,458693,4
21,spotify:track:7n278iHoD21kun2OymTABC,Tumse Milne Ki Tamanna Hai,spotify:artist:2ae6PxICSOZHvjqiCcgon8,S. P. Balasubrahmanyam,77,['filmi'],Saajan (Original Motion Picture Soundtrack),64,0.532,0.779,9,-11.326,0,0.0622,0.241,0.0,0.154,0.671,119.735,329987,4
22,spotify:track:1ZcluxOLEoQEZHp8qsHVe2,Raah Mein Unse Mulaqat,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Vijaypath (Original Motion Picture Soundtrack),63,0.403,0.633,11,-8.537,0,0.0419,0.366,0.001,0.366,0.722,83.408,519227,4
23,spotify:track:549FZ0BWEyIGVbo9FUOqPl,Are Re Are,spotify:artist:0AWYFpUfZxzxKUgN5k0GrQ,Uttam Singh,58,"['classic bollywood', 'filmi', 'modern bollywood']",Dil To Pagal Hai,62,0.689,0.674,11,-12.164,0,0.0396,0.277,0.000154,0.394,0.937,149.1,335386,4
24,spotify:track:0WBClBemYPJR44H6uIn0kp,Main Koi Aisa Geet Gaoon,spotify:artist:2ZRrPOjBIWoKK5rHedLijj,Abhijeet,68,"['filmi', 'modern bollywood']",Yes Boss (Original Motion Picture Soundtrack),62,0.77,0.485,7,-11.612,1,0.0463,0.166,0.000196,0.289,0.932,121.685,317000,4
25,spotify:track:2zjKxPbUjzhLFxiNN3yU8s,Ghar Se Nikalte,spotify:artist:70B80Lwx2sxti0M1Ng9e8K,Udit Narayan,78,"['chutney', 'filmi', 'odia pop']",Papa Kehte Hain,62,0.7,0.663,11,-6.518,1,0.0342,0.68,0.000184,0.0909,0.706,117.069,442015,4
26,spotify:track:5JWuNK80jSLK1jQyFInWqG,Madhosh Dil Ki Dhadkan,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Jab Pyaar Kisise Hota Hai (Original Motion Picture Soundtrack),62,0.503,0.706,2,-10.211,1,0.0463,0.266,5.92e-05,0.34,0.762,155.611,324000,3
27,spotify:track:6Gk3mU3np8miLUtZjoIVCu,Mujhe Raat Din Bas,spotify:artist:1dVygo6tRFXC8CSWURQJq2,Sonu Nigam,75,"['filmi', 'modern bollywood']",Sangharsh,60,0.614,0.469,5,-13.124,1,0.0338,0.4,3.93e-06,0.102,0.657,118.169,311333,4
28,spotify:track:6ttvgWnBAt72SIojbcnlKn,Ajnabi Mujhko Itna Bata,spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ,Jatin-Lalit,66,"['afghan pop', 'chutney', 'classic bollywood', 'filmi', 'modern bollywood']",Pyaar To Hona Hi Tha (Original Motion Picture Soundtrack),63,0.535,0.727,5,-4.532,0,0.0442,0.768,3.86e-05,0.0713,0.621,98.23,373800,4
29,spotify:track:1acxzJSLNUISeYPGa5IOZ3,Too Shayar Hai Main Teri Shayari,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Saajan (Original Motion Picture Soundtrack),64,0.489,0.739,2,-9.743,1,0.036,0.602,4.25e-06,0.0427,0.692,117.955,389907,4
30,spotify:track:56Ne0akGQ4GHPxS9MOL57G,Nazar Ke Samne,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Aashiqui,59,0.458,0.51,11,-8.287,0,0.0331,0.715,6.37e-05,0.0814,0.526,142.993,335213,4
31,spotify:track:5fq7CGNYZKJm38HbLwMg9h,Ek Din Aap,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Yes Boss (Original Motion Picture Soundtrack),63,0.462,0.375,4,-13.184,1,0.0309,0.642,0.0,0.189,0.612,145.35,266067,3
32,spotify:track:339XumxyHEbiKREnsOZXVN,Pyar Kar,spotify:artist:0AWYFpUfZxzxKUgN5k0GrQ,Uttam Singh,58,"['classic bollywood', 'filmi', 'modern bollywood']",Dil To Pagal Hai,59,0.629,0.523,7,-11.134,0,0.0362,0.519,0.000502,0.416,0.645,88.077,405029,4
33,spotify:track:7GEVFIpWpZJwGoMvVpow5a,Ae Mere Humsafar,spotify:artist:1gHVDWrG6hVra3ZxV7mQWd,Vinod Rathod,58,"['classic bollywood', 'filmi']",Baazigar (Original Motion Picture Soundtrack),58,0.342,0.833,9,-7.577,1,0.0618,0.541,0.000116,0.0991,0.585,88.133,453653,4
34,spotify:track:1LZzUWParmtfuuydjmQVbS,Waada Raha Sanam,spotify:artist:2ZRrPOjBIWoKK5rHedLijj,Abhijeet,68,"['filmi', 'modern bollywood']",Khiladi (Original Motion Picture Soundtrack),58,0.578,0.628,0,-8.722,1,0.0408,0.772,0.000624,0.102,0.78,125.972,367935,4
35,spotify:track:5wVFVfFW94PutE1co7LSPb,Honthon Pe Bas,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Yeh Dillagi (Original Motion Picture Soundtrack),61,0.59,0.395,1,-12.604,0,0.0344,0.811,2.76e-06,0.0702,0.527,122.721,292000,4
36,spotify:track:0qukxG69SSFA0n1qyR6szS,Bin Tere Sanam,spotify:artist:70B80Lwx2sxti0M1Ng9e8K,Udit Narayan,78,"['chutney', 'filmi', 'odia pop']",Yaara Dildara (Original Mostion Picture Soundtrack),60,0.627,0.838,2,-8.168,1,0.0406,0.22,8.99e-06,0.122,0.728,138.856,390560,4
37,spotify:track:1397xY0RVupbWpMaFhyLf8,Dhak Dhak Karne Laga,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Beta,59,0.813,0.571,7,-9.816,1,0.133,0.752,3.93e-06,0.0692,0.918,131.318,320387,4
38,spotify:track:2U2uteVH6UeNen0OFGwQpq,Aashiqui Mein Har Aashiq,spotify:artist:1HGMG8RHvcu1mfdM9MeTek,Sadhana Sargam,68,"['classic bollywood', 'filmi', 'hare krishna']",Dil Ka Kya Kasoor (Original Motion Picture Soundtrack),57,0.452,0.537,7,-9.366,0,0.0334,0.741,4.99e-05,0.266,0.865,152.909,318733,3
39,spotify:track:7rtZvHRXORd1kbfMluhPNM,Abhi Saans Lene Ki Fursat Nahin,spotify:artist:1dVygo6tRFXC8CSWURQJq2,Sonu Nigam,75,"['filmi', 'modern bollywood']",Jeet (Original Motion Picture Soundtrack),56,0.524,0.639,10,-16.824,1,0.0374,0.612,0.0859,0.0714,0.963,82.118,490533,4
40,spotify:track:1GoRZRnNkaLGGQn0gqKP6H,Tanha Tanha Yahan Pe Jeena,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,70,"['chutney', 'classic bollywood', 'filmi']",Rangeela (Original Motion Picture Soundtrack),55,0.609,0.896,6,-6.04,0,0.42,0.0618,0.00944,0.0446,0.375,189.837,336000,4
41,spotify:track:2C9xyjui2sxterNkFHEWuK,Dil Ka Qaraar,spotify:artist:4rhk6lDh2srdV1a1qmIqGa,Shraddha Pandit,44,['modern bollywood'],Sangharsh,55,0.679,0.518,11,-12.935,1,0.0433,0.406,4.18e-06,0.0845,0.905,145.989,327707,4
42,spotify:track:6yfmxLTTF1O9DbTKb4AIJU,Kaisa Lagta Hai,spotify:artist:5l1aGNGCRGomCMHVufh6xC,Amit Kumar,58,"['classic bollywood', 'filmi']",Baaghi (Original Motion Picture Soundtrack),53,0.624,0.648,9,-9.718,0,0.0401,0.7,0.00896,0.124,0.701,134.443,402347,4
43,spotify:track:2BoqN74f4uvI4WGi3AJrOP,Hum To Deewane Huye,spotify:artist:2ZRrPOjBIWoKK5rHedLijj,Abhijeet,68,"['filmi', 'modern bollywood']",Baadshah (Original Motion Picture Soundtrack),56,0.511,0.543,4,-11.172,1,0.0761,0.199,0.0,0.086,0.792,85.821,421820,4
44,spotify:track:1VrheK4CdhX74nrOSNIFtH,Pehla Nasha,spotify:artist:70B80Lwx2sxti0M1Ng9e8K,Udit Narayan,78,"['chutney', 'filmi', 'odia pop']",Jo Jeeta Wohi Sikandar (Original Motion Picture Soundtrack),52,0.458,0.34,5,-14.309,1,0.0333,0.774,2.01e-05,0.0799,0.516,151.979,291400,4
45,spotify:track:6FZrX6epdqcaQHx9LFRcuf,"Tujhe Dekha To (From ""Dilwale Dulhania Le Jayenge"")",spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Diamonds Forever - Lata Mangeshkar,50,0.512,0.479,4,-10.765,0,0.0378,0.765,1.79e-05,0.0648,0.856,97.205,303960,4
46,spotify:track:2Ox8j2Z4AiEv9ASuwWDInJ,Pehla Pehla Pyar,spotify:artist:2ae6PxICSOZHvjqiCcgon8,S. P. Balasubrahmanyam,77,['filmi'],Hum Aapke Hain Koun (Original Motion Picture Soundtrack),43,0.594,0.53,5,-10.226,0,0.0281,0.443,3.71e-06,0.421,0.457,101.831,264307,4
47,spotify:track:2FcewZVHcoBl0jDmsKdEC2,Aaina Bata Kaise,spotify:artist:1gHVDWrG6hVra3ZxV7mQWd,Vinod Rathod,58,"['classic bollywood', 'filmi']",Mohabbat (Original Motion Picture Soundtrack),27,0.531,0.948,6,-10.195,0,0.0415,0.149,0.000166,0.355,0.961,87.045,367693,4
48,spotify:track:5uha4XwzxCEl3SaLC9TOJT,Sanam Mere Sanam,spotify:artist:5l1aGNGCRGomCMHVufh6xC,Amit Kumar,58,"['classic bollywood', 'filmi']",Hum (Original Motion Picture Soundtrack),25,0.545,0.683,9,-13.639,0,0.0407,0.133,0.00188,0.487,0.662,102.125,410867,4
49,spotify:track:4V7Q4YDVwPbC2hnO72MxQ7,Chehra Kya Dekhte Ho,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,70,"['chutney', 'classic bollywood', 'filmi']",Salaami (Original Motion Picture Soundtrack),55,0.506,0.486,7,-10.384,1,0.0417,0.769,2.47e-06,0.206,0.596,148.714,364653,3
50,spotify:track:1mAO7s2X1VfYwNDWIcvdhS,Jaadu Teri Nazar,spotify:artist:70B80Lwx2sxti0M1Ng9e8K,Udit Narayan,78,"['chutney', 'filmi', 'odia pop']",Darr (Original Motion Picture Soundtrack),51,0.603,0.688,6,-13.12,0,0.0458,0.401,4.57e-05,0.104,0.682,87.839,279910,4
51,spotify:track:40kGCGOZCDRkDCy3PJ4QV6,Chandni Raat Hai,spotify:artist:2ZRrPOjBIWoKK5rHedLijj,Abhijeet,68,"['filmi', 'modern bollywood']",Baaghi (Original Motion Picture Soundtrack),51,0.64,0.566,0,-9.476,0,0.0297,0.489,0.0,0.117,0.56,90.425,302147,4
52,spotify:track:7jV2zwwRKvHoLA8WFr3SCN,Ho Gaya Hai Tujhko To Pyar Sajna,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack),49,0.489,0.575,7,-11.64,0,0.047,0.533,7.64e-06,0.238,0.579,100.212,349827,4
53,spotify:track:6YPLPVo9jAj7SuA7vAioug,Hum Tum Pe Marte Hain,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Hum Tumpe Marte Hain,49,0.678,0.664,6,-10.679,0,0.0557,0.614,4.62e-05,0.414,0.766,154.554,310827,4
